reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4480,2011-07-06 00:00:00,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185
4481,2011-07-06 00:00:00,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
4482,2011-07-06 00:00:00,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596
4483,2011-07-06 00:00:00,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563
4484,2011-07-06 00:00:00,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394
4485,2011-07-06 00:00:00,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312
4486,2011-07-06 00:00:00,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241
4487,2011-07-06 00:00:00,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186
4488,2011-07-06 00:00:00,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98
4489,2011-07-07 00:00:00,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35
4490,2011-07-07 00:00:00,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16
4491,2011-07-07 00:00:00,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8
4492,2011-07-07 00:00:00,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4
4493,2011-07-07 00:00:00,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4
4494,2011-07-07 00:00:00,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32
4495,2011-07-07 00:00:00,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118
4496,2011-07-07 00:00:00,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292
4497,2011-07-07 00:00:00,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443
4498,2011-07-07 00:00:00,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179
4499,2011-07-07 00:00:00,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0.0,29,72,101
4500,2011-07-07 00:00:00,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142
4501,2011-07-07 00:00:00,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0.0,32,139,171
4502,2011-07-07 00:00:00,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155
4503,2011-07-07 00:00:00,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160
4504,2011-07-07 00:00:00,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166
4505,2011-07-07 00:00:00,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265
4506,2011-07-07 00:00:00,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569
4507,2011-07-07 00:00:00,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562
4508,2011-07-07 00:00:00,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365
4509,2011-07-07 00:00:00,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285
4510,2011-07-07 00:00:00,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209
4511,2011-07-07 00:00:00,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182
4512,2011-07-07 00:00:00,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0.0,31,98,129
4513,2011-07-08 00:00:00,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47
4514,2011-07-08 00:00:00,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0.0,9,25,34
4515,2011-07-08 00:00:00,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22
4516,2011-07-08 00:00:00,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6
4517,2011-07-08 00:00:00,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11
4518,2011-07-08 00:00:00,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27
4519,2011-07-08 00:00:00,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102
4520,2011-07-08 00:00:00,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332
4521,2011-07-08 00:00:00,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457
4522,2011-07-08 00:00:00,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241
4523,2011-07-08 00:00:00,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138
4524,2011-07-08 00:00:00,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165
4525,2011-07-08 00:00:00,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213
4526,2011-07-08 00:00:00,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229
4527,2011-07-08 00:00:00,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216
4528,2011-07-08 00:00:00,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141
4529,2011-07-08 00:00:00,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
4530,2011-07-08 00:00:00,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167
4531,2011-07-08 00:00:00,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316
4532,2011-07-08 00:00:00,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270
4533,2011-07-08 00:00:00,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250
4534,2011-07-08 00:00:00,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204
4535,2011-07-08 00:00:00,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169
4536,2011-07-08 00:00:00,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151
4537,2011-07-09 00:00:00,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121
4538,2011-07-09 00:00:00,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53
4539,2011-07-09 00:00:00,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55
4540,2011-07-09 00:00:00,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30
4541,2011-07-09 00:00:00,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6
4542,2011-07-09 00:00:00,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15
4543,2011-07-09 00:00:00,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38
4544,2011-07-09 00:00:00,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71
4545,2011-07-09 00:00:00,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182
4546,2011-07-09 00:00:00,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247
4547,2011-07-09 00:00:00,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264
4548,2011-07-09 00:00:00,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290
4549,2011-07-09 00:00:00,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366
4550,2011-07-09 00:00:00,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416
4551,2011-07-09 00:00:00,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373
4552,2011-07-09 00:00:00,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402
4553,2011-07-09 00:00:00,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0.0,171,245,416
4554,2011-07-09 00:00:00,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0,160,241,401
4555,2011-07-09 00:00:00,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378
4556,2011-07-09 00:00:00,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,128,178,306
4557,2011-07-09 00:00:00,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314
4558,2011-07-09 00:00:00,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238
4559,2011-07-09 00:00:00,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214
4560,2011-07-09 00:00:00,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,47,93,140
4561,2011-07-10 00:00:00,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112,154
4562,2011-07-10 00:00:00,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94,113
4563,2011-07-10 00:00:00,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68,96
4564,2011-07-10 00:00:00,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25
4565,2011-07-10 00:00:00,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5
4566,2011-07-10 00:00:00,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0.0,7,10,17
4567,2011-07-10 00:00:00,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25
4568,2011-07-10 00:00:00,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65
4569,2011-07-10 00:00:00,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0.0,27,65,92
4570,2011-07-10 00:00:00,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,62,107,169
4571,2011-07-10 00:00:00,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268
4572,2011-07-10 00:00:00,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,110,177,287
4573,2011-07-10 00:00:00,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377
4574,2011-07-10 00:00:00,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367
4575,2011-07-10 00:00:00,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349
4576,2011-07-10 00:00:00,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219,361
4577,2011-07-10 00:00:00,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372
4578,2011-07-10 00:00:00,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363
4579,2011-07-10 00:00:00,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363
4580,2011-07-10 00:00:00,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183,303
4581,2011-07-10 00:00:00,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,101,167,268
4582,2011-07-10 00:00:00,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227
4583,2011-07-10 00:00:00,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,56,87,143
4584,2011-07-10 00:00:00,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53,72
4585,2011-07-11 00:00:00,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,10,25,35
4586,2011-07-11 00:00:00,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5,10
4587,2011-07-11 00:00:00,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12
4588,2011-07-11 00:00:00,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8,10
4589,2011-07-11 00:00:00,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4
4590,2011-07-11 00:00:00,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21,26
4591,2011-07-11 00:00:00,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121
4592,2011-07-11 00:00:00,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317
4593,2011-07-11 00:00:00,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,35,385,420
4594,2011-07-11 00:00:00,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,41,167,208
4595,2011-07-11 00:00:00,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117
4596,2011-07-11 00:00:00,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128
4597,2011-07-11 00:00:00,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148
4598,2011-07-11 00:00:00,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,22,119,141
4599,2011-07-11 00:00:00,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94,134
4600,2011-07-11 00:00:00,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146
4601,2011-07-11 00:00:00,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239
4602,2011-07-11 00:00:00,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455,514
4603,2011-07-11 00:00:00,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472
4604,2011-07-11 00:00:00,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373
4605,2011-07-11 00:00:00,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,42,194,236
4606,2011-07-11 00:00:00,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109,130
4607,2011-07-11 00:00:00,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,20,70,90
4608,2011-07-11 00:00:00,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,11,44,55
4609,2011-07-12 00:00:00,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19,22
4610,2011-07-12 00:00:00,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14
4611,2011-07-12 00:00:00,3,0,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,2,7,9
4612,2011-07-12 00:00:00,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0.0,2,6,8
4613,2011-07-12 00:00:00,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6
4614,2011-07-12 00:00:00,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25
4615,2011-07-12 00:00:00,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102,115
4616,2011-07-12 00:00:00,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301,330
4617,2011-07-12 00:00:00,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417
4618,2011-07-12 00:00:00,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176
4619,2011-07-12 00:00:00,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123
4620,2011-07-12 00:00:00,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125
4621,2011-07-12 00:00:00,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163
4622,2011-07-12 00:00:00,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,32,104,136
4623,2011-07-12 00:00:00,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91,124
4624,2011-07-12 00:00:00,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,37,111,148
4625,2011-07-12 00:00:00,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177,202
4626,2011-07-12 00:00:00,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,48,380,428
4627,2011-07-12 00:00:00,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,39,472,511
4628,2011-07-12 00:00:00,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,42,295,337
4629,2011-07-12 00:00:00,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,57,251,308
4630,2011-07-12 00:00:00,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209,258
4631,2011-07-12 00:00:00,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,44,150,194
4632,2011-07-12 00:00:00,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0.0,20,59,79
4633,2011-07-13 00:00:00,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0.0,9,37,46
4634,2011-07-13 00:00:00,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0.0,1,11,12
4635,2011-07-13 00:00:00,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0.0,2,3,5
4636,2011-07-13 00:00:00,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,0,4,4
4637,2011-07-13 00:00:00,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5,5
4638,2011-07-13 00:00:00,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,4,22,26
4639,2011-07-13 00:00:00,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,18,103,121
4640,2011-07-13 00:00:00,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,32,281,313
4641,2011-07-13 00:00:00,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,31,418,449
4642,2011-07-13 00:00:00,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,23,163,186
4643,2011-07-13 00:00:00,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113
4644,2011-07-13 00:00:00,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165
4645,2011-07-13 00:00:00,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,174
4646,2011-07-13 00:00:00,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119,158
4647,2011-07-13 00:00:00,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89,116
4648,2011-07-13 00:00:00,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46
4649,2011-07-13 00:00:00,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0.0,23,118,141
4650,2011-07-13 00:00:00,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0.0,70,418,488
4651,2011-07-13 00:00:00,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,51,412,463
4652,2011-07-13 00:00:00,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,419
4653,2011-07-13 00:00:00,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,342
4654,2011-07-13 00:00:00,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,250
4655,2011-07-13 00:00:00,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,184
4656,2011-07-13 00:00:00,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116
4657,2011-07-14 00:00:00,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,46
4658,2011-07-14 00:00:00,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,25
4659,2011-07-14 00:00:00,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,10
4660,2011-07-14 00:00:00,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5,6
4661,2011-07-14 00:00:00,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6,6
4662,2011-07-14 00:00:00,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28
4663,2011-07-14 00:00:00,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130
4664,2011-07-14 00:00:00,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334
4665,2011-07-14 00:00:00,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433,486
4666,2011-07-14 00:00:00,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,224
4667,2011-07-14 00:00:00,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95,127
4668,2011-07-14 00:00:00,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110,148
4669,2011-07-14 00:00:00,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223
4670,2011-07-14 00:00:00,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,177
4671,2011-07-14 00:00:00,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178
4672,2011-07-14 00:00:00,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180
4673,2011-07-14 00:00:00,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274
4674,2011-07-14 00:00:00,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,595
4675,2011-07-14 00:00:00,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,578
4676,2011-07-14 00:00:00,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,400
4677,2011-07-14 00:00:00,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,348
4678,2011-07-14 00:00:00,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261
4679,2011-07-14 00:00:00,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,176
4680,2011-07-14 00:00:00,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124
4681,2011-07-15 00:00:00,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80
4682,2011-07-15 00:00:00,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,20
4683,2011-07-15 00:00:00,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38
4684,2011-07-15 00:00:00,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,7
4685,2011-07-15 00:00:00,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,2,8,10
4686,2011-07-15 00:00:00,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,7,16,23
4687,2011-07-15 00:00:00,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,120
4688,2011-07-15 00:00:00,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274
4689,2011-07-15 00:00:00,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,50,514,564
4690,2011-07-15 00:00:00,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,207
4691,2011-07-15 00:00:00,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,166
4692,2011-07-15 00:00:00,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,73,137,210
4693,2011-07-15 00:00:00,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,61,177,238
4694,2011-07-15 00:00:00,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247
4695,2011-07-15 00:00:00,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,105,160,265
4696,2011-07-15 00:00:00,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,237
4697,2011-07-15 00:00:00,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,96,265,361
4698,2011-07-15 00:00:00,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587
4699,2011-07-15 00:00:00,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,496
4700,2011-07-15 00:00:00,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280,394
4701,2011-07-15 00:00:00,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,92,251,343
4702,2011-07-15 00:00:00,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,75,186,261
4703,2011-07-15 00:00:00,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223
4704,2011-07-15 00:00:00,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167
4705,2011-07-16 00:00:00,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,110
4706,2011-07-16 00:00:00,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75
4707,2011-07-16 00:00:00,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58
4708,2011-07-16 00:00:00,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26
4709,2011-07-16 00:00:00,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16
4710,2011-07-16 00:00:00,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10
4711,2011-07-16 00:00:00,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,37
4712,2011-07-16 00:00:00,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,52
4713,2011-07-16 00:00:00,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127
4714,2011-07-16 00:00:00,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222
4715,2011-07-16 00:00:00,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322
4716,2011-07-16 00:00:00,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,396
4717,2011-07-16 00:00:00,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,463
4718,2011-07-16 00:00:00,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,497
4719,2011-07-16 00:00:00,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433
4720,2011-07-16 00:00:00,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428
4721,2011-07-16 00:00:00,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,425
4722,2011-07-16 00:00:00,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475
4723,2011-07-16 00:00:00,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428
4724,2011-07-16 00:00:00,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,406
4725,2011-07-16 00:00:00,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,296
4726,2011-07-16 00:00:00,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,252
4727,2011-07-16 00:00:00,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,201
4728,2011-07-16 00:00:00,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168
4729,2011-07-17 00:00:00,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,125
